review,category,score,vui chơi,lưu trú,nhà hàng,ăn uống,vận chuyển,mua sắm
"Có tổ chức sn ở đây cho 16 người nhưng phòng bOk hơi chật do hết phòng nên ngồi sát không được thoải mái. Bù lại đồ ăn rất ngon, sườn sốt chua ngọt chắc là ngon nhất, dĩa trái cây to đùng. Buổi tối cuối tuần thấy đông nghẹt, fuL hết bàn",wedding,7.8,0,0,0,4,0,0
"Đồ ăn nấu đậm chất Trung Hoa, rất ngon. Món vịt quay Bắc Kinh siêu ngon và thơm mùi nước sốt thịt vịt khá mềm sau đấy được đem đi làm các món khác cũng hấp dẫn không kém. Phong cách trang trí nhà hàng khá ổn, có không gian phục vụ rất nhiệt tình. Điểm trừ duy nhất là món ăn ở đây khá đắt so với những nhà hàng TQ khác mình đã tới",wedding,6.8,0,0,0,4,0,0
"Quán trang trí rất dễ thương, là một nơi lý tưởng để ngắm hoàng hôn và thư giãn. Quán mở nhạc rất hợp gout của mình nên mỗi lần tới quán đều ngồi quên cả thời gian Nhân viên phục vụ chuyên nghiệp, thân thiện. Sẽ quay lại nhiều nhiều",entertain,9.6,4,0,0,0,0,0
"Khách sạn này nằm ngay chợ đêm Đà Lạt í, nên rất tiện cho nhu cầu đi lại, mua sắm của những ai thích shoPing như mình hén. Mình đi Đà Lạt cũng nhiều rồi, nhưng đa số là đi công tác, không có thời gian dạo chơi khu vực ăn vặt. Kỳ này tự bOk vé đi chơi, nên chắc chắn phải chọn khách sạn nào gần chỗ ăn chơi . Phòng ở Royal sang trọng, ấm cúng. Nhìn từ bên ngoài rất đúng với cái tên Royal của nó. Phòng đầy đủ tiện nghi, máy nước nóng lạnh luôn nhé. Chắc chắn mình sẽ còn ghé lại!",travel,8.0,0,5,0,0,0,0
"Thật tuyệt vời, dịch vụ đa dạng, không gian sang trọng, nhân viên rất nhiệt tình.",beauty,10.0,4,0,0,0,0,0
"⛳ Vị trí Đẹp miễn chê luôn. Ở gần với Hồ Tây. Rẽ vào một con đường rộng rãi và tách lập với phố phường. View mọi hướng đều nhìn ra hồ, thơ mộng, nhẹ nhàng và bình yên vào sáng hay lung linh ánh sáng vào tối.  Không gian rộng vô cùng và không giống kiểu khách sạn thông thường. Đây như một tổ hợp luôn ý. Với những kiểu giống biệt thự tạo thành. Thích nhất là có chỗ nhà ngay trên mặt hồ đẹp mê ly cùng với con đường trải dài cùng hàng cây. Cách trang trí đơn giản, sang trọng  Và khách sạn ở đây hay tổ chức hội họp, hội thảo lắm.  BuFet ở đây thì ngon rồi, chất lượng miễn chê. Từ hải sản tươi ngon, sushi, rau củ, các loại gỏi,... Đến các món tráng miệng trang trí đẹp mắt và chất lượng cũng tốt.  Buổi chiều có tiệc trà nữa bánh hay trà, cafe đều rất ổn.  Chất lượng dịch vụ tốt từ thái độ, cách phục vụ của nhân viên chuyên nghiệp. Điểm trừ nhỏ là điều hoà mát phát lạnh có kiến nghị bảo giảm bớt mà vẫn lạnh quá trời  Ngoài ra khách sạn còn có bể bơi ngoài trời và bar bủng nữa",travel,8.2,0,5,0,5,0,0
Đồ ăn nấu vừa miệng. Thực phẩm tươi ngon. Giống như ăn ở nhà,foods,7.4,0,0,0,5,0,0
"Thiên đường nghỉ dưỡng là đây. Đến Nha Trang mà không đến nơi này quả là thiếu sót. Mọi thứ đều đẹp, sạch sẽ. Nhà hàng sang trọng, bể bơi lúc nào cũng xanh và sạch. Đứng từ trên ngóng ra biển thì quá đã. Muốn ở mãi không về.",wedding,8.0,5,5,0,0,0,0
"Không thu phí tham quan. Người lớn thường dắt con trẻ vào đây chơi. Trong này rộng rãi lắm. Còn thanh niên đa phần ùn ùn về khu sân khấu để chụp hình. Mình thấy rác nhiều quá, rác lớn công trình chứ không phải rác thải sinh hoạt. Chụp hình phải né mấy mớ rác ra. Ai mê chụp hình thì vào đây mần 1 tiếng là được cả shot hình dài chứ chẳng chơi. D",service,6.6,1,0,0,0,0,0
"I don t often write review for service on internet but today I m here and I am gì ust now reviewing this sản phẩm a! I have found it on Tripadvisor, then made a bOking via phone and went there in a wEkend afternOn. NormaLy, you would nEd to bOk your thời gian a few days in advance however, they were haPy to take my bOking in the same day because I traveLed in Da Nang for 3 days and didn t have much thời gian . I decided to give Spa MiS Gia Han try and I reaLy did en gì oy it. I have to say this is a plus for them to compare with other places. Their pricing is gOd tO. If you quá nhắn tin to reaLy sản phẩm oil yourself after a long wEk of travel, I recoMend you to check out this place. En gì oy!",beauty,10.0,0,0,0,0,0,0
"Từ ngày đi làm qua cây cầu mới biết ăn sáng là gì . Mỗi ngày một món ngon khắp phố phường Hạ Long, biết thêm nhiều quán hơn, nhiều quán ngon bá cháy luôn mà sao giờ t mới biết cơ chứ. Nay được đi ăn xôi ở Phố Thương Mại, đến nhìn mọi người làm chả mực tay nhanh thoăn thoắt sướng. Chị chủ quán cắt tóc ngắn nhìn dễ thương thế không biết, giọng hay nữa a . 25k đĩa gồm xôi và 2 miếng chả mực mà ăn no căng luôn. Nhiều xôi cơ mà t thích ăn xôi mềm chút, xôi đây hơi khô so với khẩu vị . Chả mực ngon luôn nhé, ngon hơn ở chỗ ăn bánh cuốn bà ngân cơ, cắn là thấy mực luôn rồi. Miếng xôi miếng chả ngập miệng luôn Giá cả ok , chất lượng tốt, quán mến khách, mọi người thích thú, thế là ok , ok lắm luôn . Có dịp đến Hạ long thì ăn thử ở đây đi các bạn ạ!",foods,7.8,0,0,0,5,0,0
Lại đến nữa,foods,8.4,0,0,0,0,0,1
"Vé hơi cao, 100 mấy không cho một người, mình toàn nhận được vé mời. Những lời trước đi xem kich mới thấy thể loại kịch sân khấu nó phát triển tới cỡ nào. Cười giật mình cứ như đang xem phim 3D, âm thanh ánh sáng quá hoàn hảo Điểm trừ là đợt vé tuần này là tối thứ 5. Mình cùng gia đình ra thì bảo huỷ kịch dời thứ 6... Đành về Qua thứ 6 lại 1 lần bảo huỷ kịch dời qua tối thứ 7... Thiệt là hơi nản",entertain,6.4,4,0,0,0,0,0
Xứng đáng với chất lượng Bún Hải Sản Hạ Long. ngon tuyệt vời,foods,8.2,0,0,0,5,0,0
"Lần đầu ăn trưa sang chảnh đến như vậy . Lên tầng cao, ngồi ăn trước cửa kính nhìn xuống phía dưới với xung quanh thế này nhìn rất thích. Xung quanh khách sạn bây giờ do có nhiều khách sạn đang xây nên tầm nhìn hơi bị hạn chế vì toàn là lô cốt. Đồ ăn ngon, rất vừa ăn, không gian sang trọng, thoáng mát. Nói chung mình rất ấn tượng với khu nhà hàng của khách sạn. Vì là khách sạn 4 sao nên không chê vào đâu được. Sẽ quay lại khi có thời gian",travel,9.0,0,5,0,5,0,0
"Mùa này đi biển thật tuyệt vời , ở saigon nóng bao nhiêu, thì ở biển mát bấy nhiêu, nắng nhưng biển rất êm và trong xanh mát rượi , thật tuyệt vời kaka",travel,8.6,5,0,0,0,0,0
Mới ghé luôn. Zk ck mình ưng ý lắm. Hẹn gặp Lava 1 ngày không xa,foods,7.8,0,0,0,5,0,0
"Quán cũng dễ tìm lắm nha, không xa trung tâm ĐL mấy cái đẹp nhất là cái view. Ít khi có chỗ nào mình thấy cái view vầy. Nước bọn mìn kêu aFogato, thì cho 1 cục kem với 1 shot cafe để ngoài, đậm luôn. Caramel machiato và choco lạnh, làm đẹp, mà cũng tạm tạm hà, bánh croiSant với danish nho ngon, làm nóng lại giòn. Để xe trước tiệm. Trang trí trong quán xinh lắm, nhiều góc cho mấy bạn chụp choẹt. Mà đi đây t6 chứ không bị đông quá nha, thư giãn ngồi được nè.",travel,7.0,0,0,0,5,0,0
"Giá cả phải chăng, nhân viên tư vấn nhiệt tình",wedding,6.2,0,0,0,0,0,0
"Quán khá đông vào buổi sáng và trưa, màu sắc đẹp, thành phần phong phú... Giá phải chăng khoảng 40k bát phù hợp cho bữa ăn trưa nhẹ nhàng với bạn gái trai hoặc với bạn bè.",foods,6.0,0,0,0,4,0,0
"Đi ăn xong về sớm nên ghé đây hát karaoke, mình đến quán khá sớm nên không đông khách lắm. Phòng nhỏ, âm thanh tốt nhưng vệ sinh không được sạch sẽ lắm. Phòng mình ngồi ghế cao hơn bàn khá nhiều nên hơi khó chịu. Phục vụ cũng không được thân thiện lắm. Cách âm giữa các phòng không tốt, ngồi phòng này là nghe được phòng khác hát. Bọn mình hát khoảng 1h30, đi 4 người, uống vài lon bia và nước ngọt, đến khi thanh toán hết 232k.",entertain,7.0,0,0,0,3,0,0
"Thấy có dịch vụ Now giặt giao tận nơi nên sẵn có đóng đồ dơ bOk giặt thử. Mình bOk khoản 15 20p là có người tới nhận đồ và khoảng 4h sau thì giao. Đồ giặt sạch, thơm và sếp khá gọn gàng. Phí giao hàng khá rẽ. Thích hợp cho những người không có không gian phơi đồ vào mùa mưa như thế này. Vừa khoẻ vừa nhanh vừa có đồ đẹp đi làm",service,7.4,0,0,0,0,0,5
"Phục vụ tốt, giá cả hợp lý chổ đậu xe an toàn",foods,7.0,0,0,0,0,4,0
"Đợt trc 20 10 fai chụp ké hoa của 1 chị ở Cty, xong về nhà đã thấy mùnh được 1 lẵng hoa to đùng rùI Hoá ra là bạn mình đã đặt mua sẵn ở đây mang về Hoa lẵng này thiết kế khá lịch sự, trang nhã mà màu sắc cx tươi tắn nữa. Hoa để chơi được rất lâu cỡ gần 1 tuần cơ mà  Giá hoa thì mình không rõ nhg mình đoán là cx mắc vì dịp đó là dịp 20 10 nên auto là rất đắt và cháy hàng rất nhanh ",wedding,7.2,0,0,0,0,0,5
"Chất lượng phục vụ ok. Nhân viên xinh xắn. Bỏng ngon hơn hẳn các rạp khác, giá vé hợp lý, rẻ. Nhiều khu check in đẹp nữa.",entertain,8.0,4,0,0,0,0,0
"Dâu sạch, ngon, vườn dâu thoáng đãng sạch sẽ, Cô chú chủ vườn dâu thân thiện nhiêt tình",travel,8.2,0,0,0,5,0,0
"Không gian rộng, đẹp, thoáng mát, nhiều nơi khám phá. Bạn không cần phải đến vườn hoa trung tâm hay đi đâu đó xa xôi để có những tấm ảnh rất Đà Lạt. Nhưng vị trí hơi xa trung tâm, mất khoảng 40k tiền taxi để đến trung tâm. Phòng nghỉ sạch sẽ nhưng có phòng bị dột, mình phải chuyển sang phòng khác. Nhưng nhìn chung mình thấy ở đây khá ok, thích hợp với người thích yên tĩnh, nghỉ dưỡng.",wedding,8.0,0,5,0,0,0,0
"Thời gian dài mình có cơ hội tiếp xúc với khách sạn HyaT, do học ngành liên quan, nên cũng có cơ hội được nếm đến các món ăn nơi này. Mỳ Ý và PiZa ở đây ngon! Cá chẽm với cá hồi đút lò cũng ngon hết sảy lun, đúng chất 5star . Soup hải sản thì khỏi nói, toàn hải sản chất lượng, toàn hải sản mập ú không Salad thì mình gợi ý mọi người nên ăn Chef salad, món đặc trưng của Opera đó, ngon lắm. Ko hiểu sao chỉ với giấm và dầu olive, cùng vài gia vị phụ mà đầu bếp có thể làm ra vị salad đặc trưng và ngon đến vậy. Món ngon được khuyên nên chọn nữa đó là bò Mỹ sirloin, thêm ly Chianti ClaSico nữa là tuyệt lun! BuFet thì có buổi trưa với sáng. Sáng chủ yếu là khách phòng ăn không à, nhưng cũng có cho khách ngoài. Có đầy đủ món dành cho một buổi sáng đầy năng lượng lun. Ngũ cốc, trứng các loại chế biến theo kiểu Tây, cháo, bánh quá Fle, trái cây,... BuFet trưa Chủ Nhật thì toàn hải sản ngon, to không Mình rất thích champange Ý ở đây nữa, ProseCo uống ngọt ngọt, nồng nồng, rất thích hợp cho phái nữ. Ăn kèm hải sản là đúng vị nhứt!",wedding,8.6,0,0,0,5,0,0
"Ding tea ở đây mở sau Dingtea Phạm Ngũ Lão 1 thời gian, mà hồi mới mở vì có khuyến mại nên chẳng bao giờ chen được vào mua . Dingtea Trần Hưng Đạo nằm ngay Tổng hợp Hải Dương, vị trí đắc địa ngồi trên tầng 2 là có thể bao quát trung tâm thành phố, hay ho phết. Đồ uống thì ở ding tea nào cũng vậy cả thui mình nghĩ thế , menu và giá giống hệt nhau. Mình hay gọi Ô long không sữa thêm chân trâu, có 30K cốc mà rõ là ngon luôn mng thử uống không sữa như mình xem sao nhé",foods,7.0,0,0,0,5,0,0
"Quán thoáng mát , thức ăn tươi ngon , nhân viên phục vụ quá nhiệt tình anh chủ vui tính , sẽ ghé khi có dịp ra Hạ Long Bay !",foods,10.0,5,0,5,5,0,0
"Cầu Cần Thơ thì quá nổi tiếng rồi. Nó là một biểu tượng của thành phố Cần Thơ. Mỗi khi đi đâu xa về tới đây là tôi biết mình đã đến nhà, cảm giác rất gần gũi thân thuộc Lâu lâu rảnh rảnh tôi thường chạy lên cầu chơi, hóng gió, chụp vài ảnh đẹp đẹp sống ảo này. Đứng từ trên cầu nhìn ra một bên là thành phố với những ngôi nhà nhỏ nhắn bên dưới, là cồn Ấu xanh tươi, một bên là bờ Vĩnh Long với dải đất trải dài và những khu công nghiệp. Trên cầu gió rất lớn. Nhưng chụp ảnh rất đẹp. Hai trụ chính to và uy nghi. Cùng các cọng dây văng màu đỏ nổi bật. Ban đêm cầu lên đèn còn đẹp hơn nữa",travel,7.8,5,0,0,0,0,0
"Mình ghé quán với mẹ bạn. Bên này nem ngon lắm, tương tự nem nướng Đà Lạt. Thích nhất phần rau sạch nhiều. Phục vụ cực thân thiện chu đáo luôn! Quán sạch sẽ, gần quả ng trường dễ tìm D",foods,7.8,0,0,0,5,0,0
"Đây là 1 trong mấy quán ăn vặt ruột của cả team mình. Mình hay đặt hàng về từ trang giao hàng Now do có nhiều chương trình giảm giá, cứ chiều chiều là lại thèm như 1 thói quen vậy. Ở đây giá cực hợp lý. Suất nộm 20k thôi mà cứ nhiều ú ụ, được trộn đầy đủ loại rau thơm, 2 người ăn vẫn đủ. Nem cuốn, bột lọc cái nào cũng mập, cắn ngập răng. Nước dùng là linh hồn của mấy món này. Chua chua ngọt ngọt dễ ăn vô cùng. Mình thì hay thêm ớt để tăng mùi vị nữa. Chẹp, không biết phải đóng thêm bao nhiêu sưu cho quán này nữa đây",shop,8.6,0,0,0,5,0,0
"Có vẻ như khách đến đây không phải tuýp thích chụp hình đăng lên các phương tiện 4.0. Palace heritage có nhà hàng trên đồi view hồ xuân hương, nhạc công chơi gì aZ trên piano, không gian sang trọng nội thất 5star phục vụ chu đáo khách đông nhưng lịch sự văn minh. Menu đa dạng món ăn việt nam và quốc tế, tráng miệng và đồ uống cầu kỳ. Quán bar dưới tầng đẹp ấm cúng có ca sĩ hát hằng đêm bắt đầu vào 8 rưỡi tối. Đà lạt mùa thu 2018",travel,9.6,0,0,0,5,0,0
"Mình đi shoPing xong cũng 8 rưỡi tối, lên tầng 5 Vincom NCT thấy quán có đồ Việt nên vô gọi 1 đĩa cơm sườn. Ngồi chờ 1 lúc lâu thì nhân viên mang ra 1 đĩa cơm và sườn như hình, không có lấy 1 cọng rau nào. Canh ăn kèm cũng không có. Xong rồi nhân viên mang ra cho bát nước gì láng váng mỡ cũng không có gì trong đó ngoài nước, và bảo cái này không có trong suất ăn. Oder chai nước suối nhân viên bảo hết.Nhà hàng hết nước suối ? ? ? Ăn đĩa cơm khô khốc. 86k 1 suất cơm sườn dành cho người kiêng ăn rau",foods,2.0,1,0,0,1,0,0
"Mk hay đặt ở đây phết n chỉ đặt gà thôi không đặt bánh. Hôm nay thử đặt hàng thêm ăn thử. Không bị khô, độn nhiều cà rốt nên không thấy vị gà mấy, giống gà đài loan, kiểu nhiều tiêu ý n không mặn bằng. Và một cái hơi buồn là mỗi lần đặt đồ lại ngày càng rán kĩ hơn... Và đến hôm nay thì mức độ kĩ đã đạt level cháy 🤷‍♀",foods,6.0,0,0,0,3,0,0
"Giá cả không thấp không cao, đúng kiểu tiền nào của đấy, bán hàng nhiệt tình, mẫu quần áo khá đẹp",shop,8.8,0,0,0,0,0,5
"Ở đây mình thích ăn nhất là bánh pancake, vỏ pancake dày, thơm mùi bột mỳ với trứng nhân thì nhiều loại để lựa chọn như xúc xích, trứng, gà, ruốc kèm với cả rau xà lách nữa, rất đầy đặn. Ngoài pancake còn có 1 số loại bánh đặc biệt như bánh trứng ngô, sandwich cuộn, sandwich ba tầng ăn cũng rất hay. Còn có cả các loại bánh mỳ kẹp thường nữa. Đồ uống có chanh tuyết ngon lắm. Mùa hè còn có chè khúc bạch. Đợt này còn mới có caramen thập cẩm, caramen trà xanh rất ngon, lại còn nhiều nữa.",foods,7.8,0,0,0,5,0,0
Quán ngon lắm ạ. Bánh rẻ mà ngon giòn xốp. Quán ngay trung tâm. Ăn xong ra chợ Đà Lạt chơi ngay.,foods,9.0,0,0,0,5,0,0
"Rạp CGV lớn nhất VN Không gian rộng và thoáng. Chỗ mua vé, toilet hơi xa phòng chiếu phim. Nhân viên vui vẻ. Nhiều chỗ ngồi đợi tới xuất chiếu.",entertain,8.0,4,0,0,0,0,0
"Ở đây bán khá nhiều mặt hàng, chất lượng, giá cả cũng phải chăng nữa. Tranh thủ sắm tết thôi anh em owI!",shop,8.4,0,0,0,0,0,5
"Mình đi nhóm 3 người, gọi 1 set Sashimi, 1 set sushi, 1 salad, 1 cơm lươn mà tính ra chỉ có 350k người đối với đồ Nhật như vậy là quá rẻ ấy mà cũng khá no nữa. Nhân viên thân thiện, quán sạch sẽ, ấm cúng, duy có điểm trừ là phải đợi hơi lâu, từ lúc đặt hàng đến khi lên món bọn mình đợi tầm 20’",foods,8.8,0,0,0,5,0,0
Mình thấy nhiều cmt chê nhưng cảm nhận sau hơn 1 năm mới ăn lại piZa hut thì thấy khá hài lòng. Đồ giao hàng 4km nhưng vẫn còn nóng hổi. PiZa mini ăn không bị ngấy. Cơm hơi nhạt nhưng như thế cũng tạm ổn,foods,7.0,0,0,0,5,0,0
"Ks đẹp, không fai có 2 loại phòng như bạn bình luận ở dưới nói đâu nhé, còn có loại phòng tổng thống nữa gồm có 2 phòng ngủ ,chắc hơi mắc nên nhân viên ks không đưa ra cho bạn đó thôi",travel,8.6,0,2,0,0,0,0
"Pate ngon, nước sốt đậm đà, vừa miệng. Quán rất đông và bị quá tải vào thứ 7 và chủ nhật.",foods,9.0,0,0,0,4,0,0
"Mình mới hái xong. Phải nói là dâu ngon kịn khủng, trái rất to. Giá 1 không 100k. Mình thấy vậy là hợp lý với chất luợng dâu. Chủ vuợn cực kì nhiệt tình. Còn cân thừa cho mình nữa. Lần sau nhất định sẽ ghé.",travel,8.8,0,0,0,5,0,0
"Nước đắc mà dở,star star star dơ và ghẻ được cái thân thiện hơn nhân viên, ghế bụi ngồi dơ hết quần. Nói chung là như Lstar n",foods,1.0,1,0,0,0,0,0
"Stuio này ở đường Trần Cao Vân. Hôm bữa con bạn sắp cưới nó dân đi theo chọn váy cưới giúp nó. Studio nho nhỏ mà chất lượng. Váy cưới toàn mẫu cao cấp, đẹp độc. Anhr cưới mình thấy trưng bày ở studio cũng đẹp nữa. anh chị chủ tư vấn cũng nhiệt tình. Giá các gói chụp cũng khá ưu ái. Tại đây mỗi cô dâu sẽ được thiết kế cho bộ váy cưới cao cấp, mẫu mã, kiểu dáng tự chọn với hợp đồng trên 10 triệu. Tuy bộ váy này xong việc sẽ trả lại cho studio nhưng việc mang trên mình bộ váy yêu thích, hợp dáng thì thật tuyệt vời rồi.",wedding,8.0,0,0,0,0,0,0
Máy bắn bóng nhưstar star star đập tím tay khách! Hệ thống tính thìstar star star giá thì đắt,entertain,1.0,0,0,0,0,0,0
"Holiday là một trong những quá n karaoke lớn và được rất nhiều người bik đến với không gian rộng rãi , thoáng mát . Ánh sáng dịu dạng , hài hoà tạo nên một phòng hát rất đẹp , được trang trí một cách đẹp mắt , gộn gàng Âm thanh hiện đại mà giá cả lại bình thường nên củm được khách lắm . Phục vụ nhanh nhẹn , chu đáo",entertain,8.0,4,0,0,0,0,0
"Khoảng 9h30 10h00 ngày 05 02 2021,mình đến Siêu thị Tứ Sơn định mua sắm tết, nhưng cuối cùng quay về với số tiền nguyên vẹn...chỉ vì thất vọng với quy định của siêu thị. theo nhân viên quầy giữ đồ cho biết Cụ thể là sau khi gửi đồ mình có mang theo balo nhỏ đựng tiền và điện thoại, khi nhân viên dùng dây tốt các ngăn balo, mình có yêu cầu chừa ngăn nhỏ nhất ra dùm vì đựng điện thoại, người nhân viên trả lời tất cả các ngăn đều phải tốt dây, còn điện thoại thì khách hàng muốn liên lạc thì cầm theo bên ngoài và tự giữ lấy . Đi Siêu thị cầm điện thoại khi lựa đồ để xuống lỡ quên mất thì sao ? ngăn nhỏ chỉ vừa điện thoại có thể lấy cắp được thứ gì ? Với lại, mình cũng đi rất nhiều siêu thị và nhiều cửa hàng , chưa nơi nào từ chối khi mình yêu cầu tương tự. Nếu như đây đúng là quy định của Siêu thị Tứ Sơn thì hãy xem lại vì mặc dù là việc nhỏ nhưng sẽ gây bất tiện rất nhiều cho khách hàng. Còn nếu là quy định của cá nhân nhân viên giữ đồ thì siêu thị cũng nên làm việc lại với nhân viên của mình, để họ không còn mượn danh nghĩa quy định của siêu thị mà làm khó khách hàng.",shop,4.2,0,0,0,0,0,2
"đi đúng một lần cho biết thôi,nhiều trò chóng mặt ,có lẽ mình già rồi nên không ham",entertain,7.2,4,0,0,0,0,0
"Đợt tháng 6 nghỉ 2 ngày tại Nha Trang. Cả 2 ngày đều ăn ở đây. Quán đẹp, sang trọng phục vụ tốt, món ăn rất ngon giá cả phù hợp với chất lượng. Khoái khẩu với món miến xào cua, lườn cá kiếm nướng, thêm cá gì nữa ngon lắm mà quên bén tên rồi đúng là mình tuổi cẩu ham xực như chó chứ chả nhớ tên , salad trộn rất tuyệt.... các cô phục vụ dễ thương, mình đặt hàng nhiều món cô khuyên không nên vì sợ không ăn hết! Bình quân nhà mình ăn khoảng 450.000 đồng người bữa, rất đáng tiền. Cu cậu nhà mình khoái món salad tới nỗi về Sài Gòn rồi mà cứ đòi ba chở tói nhà hàng Ngọc Trai ăn món salad. Giờ đang lên kế hoạch quay lại cho cu cậu thoả mãn đây. Hẹn gặp lại sớm nhé Ngọc Trai! Merci beaucoup!",wedding,9.6,0,0,0,5,0,0
"Ketệ Torki lần đầu tiên xuất hiện tại Vinh đang hót hòn họt đây nè! Thấy nghe bảo 7 8 khai trương nên sáng đến sớm để thử, khách đông mà có tận 5,6 nhân viên phục vụ nên không phải đợi lâu về phần bánh thì khá là ổn, trong nhân có rau xà lách trộn bắp cải trắng với vài lát cà chua nên không bị ngấy, miếng nào miếng nấy ngập thịt nướng, thịt chín vừa chứ không bị cháy nên dậy mùi thơm, vỏ bánh mỏng khi ăn cảm nhận được hương liệu bên trong khá rõ nhân còn được rưới một ít tương cà với mazone nhìn bắt mắt lắm! Giá cả thì có hơi nhỉnh xíu 18k, lúc đầu nhìn ngoài thì có vẻ bánh hơi nhỏ nhưng lại không hề nhỏ chút nào, ăn nửa cái là thấy ngang bụng mất rồi 🤭 ngoài ra thì ở đây còn có trà bí đao hạt chia uống cũng lạ lạ miệng kèm theo các combo mình thấy cũng hợp lí lắm anh chủ ở đây còn trẻ nên thân thiện kéo theo nhân viên cũng niềm nở không kém ",foods,8.0,0,0,0,5,0,0
"Không gian quán nhỏ xíu, sau thời gian sửa sang đã đẹp đẽ hơn rất nhiều, giờ vào trong sáng sủa, dễ thương hơn . Giá cả thì phải chăng, món ăn đầy đặn, đầy ú ụ luôn. Chiều mà ăn vặt mấy món quà này là đỉnh nhất luôn ý. Nhất là mấy bạn thích bánh tráng trộn kiểu miền Nam thì không bỏ qua được đâu à nha. . Bánh tráng ở đây ngon thì phải biết, sợi bánh vừa tới, siêu nhiều toPing nữa, trộn đều tay gia vị ngấm mê lắm luôn. Rồi thì bánh tráng cuộn màu sắc bắt mắt hay chỉ là một đĩa xoài chấm muối kiểu Nam cũng đủ ngây ngất phê pha lắm rồi.",foods,7.6,0,0,5,5,0,0
"Đồ ăn lên nhanh, đầy đủ, nhân viên phục vụ nhiệt tình. Luôn luôn ủng hộ quán",shop,10.0,5,0,5,5,0,0
"Đi lâu rồi, hôm nay rãnh rỗi ngồi review cho mọi người có dịp thì đến đây du lịch, nghỉ dưỡng. cảnh vật, con người cực kì hoang sơ, thân thiện, đến đây chủ yếu để hoà mình với thiên nhiên, ăn hải sản và không quên để lại 1 album đáng nhớ cho mình. hải sản cực kỳ tươi ngon và rẻ. các bạn còn có cơ hội tự mình bắt những con ốc, con sò dưới dòng nước trong xanh. nói chung nên đến đây 1 lần để biết đất nước mình xinh đẹp đến nhường nào",travel,9.0,5,0,0,5,0,0
"Phủ Tây Hồ nằm trên bán đảo lớn giữa Hồ Tây nay thuộc phường Qủang An, quận Tây Hồ, thành phố Hà Nội, Việt Nam. Phủ thờ Liễu Hạnh Công chúa, một nhân vật trong truyền thuyết, và là một trong bốn vị thánh bất tử trong tín ngưỡng của người Việt . Trong một lần đi Hồ Tây hóng gió thì tiện ghé thăm vào phủ Tây Hồ . Phủ có diện tích khá rộng . Mặt trước có cửa tam quan 2 tầng, mái giữa có ghi Tây Hồ hiển tích”, được trang trí tỉ mỉ, công phu. Được biết vào dịp tết đến xuân về, du khách thường đổ về đây rất đông, vì cùng với việc lễ cầu may, họ còn thưởng ngoạn cảnh đẹp Tây Hồ. Được coi là nơi linh thiêng nên phủ Tây Hồ được nhiều người đến cúng lễ và cầu phúc, cầu lộc. Vé gửi xe ở đây chủ yếu do những người dân xung quanh đây thu , và khá đắt",travel,8.0,0,0,0,0,0,0
"Mình đi mua chuột máy tính cho laptop mới nên ghé chi nhánh Thế Giới Di Động này , thấy cũng ổn lắm nè . Xài chuột không dây nên thấy cũng tiện lắm , chỉ thay pin thôi à chứ di chuyển hay đi đây đó khá ổn . Nhân viên các chi nhánh đều tư vấn nhiệt tình theo từng nhu cầu của khách . Có thể tích điểm qua số điện thoại cá nhân để nhận thêm ưu đãi đó ạ .",service,7.8,0,0,0,0,0,0
"Đi du lịch với gia đình, đến tầm 4h mấy chiều đến quán. Thật ra là cũng xem quán trên FOdy, thấy quán được đánh giá tới 8 phẩy mấy điểm nên ghé ăn thử nhìn chung quán khá rộng, mà chỉ có 1 khu nhà để phục vụ ăn uống, còn lại là bếp với hình như là nhà nghỉ. Nhìn cũng rất sạch sẽ nhân viên hướng dẫn lên tầng trên của khu nhà đã kể ☝☝nhìn rộng, đẹp lắm mà còn có máy lạnh nữa nhưng chả bật có thể do chỉ có mỗi gia đình mình ăn nên nhân viên không bật uổng quá, tới 4, 5 cái máy lạnh cơ mà... nhân viên cũng khá được. Quán nhiều món, ấn tượng với món ếch nhất vì ngon star Nhưng thấy không hài lòng lắm với món thịt kho tàu, thay vì cho nước dừa thì quán lại cho nước cốt dừa, ăn ngấy và không ngon, không biết có phải do khác biệt vùng miền không  rau muống già quá nên xào không ngon ngoài ra kêu thêm đĩa mì xào bò, bò thì ít, mì cũng...ít mà lúc tính tiền mới tá hoả đĩa mì tới 110k",foods,4.8,0,0,0,4,0,0
"Hôm nay đặt giao hàng thấy thất vọng quá , đơn hàng có phần cóc ngâm đã hết hạn sử dụng 10 ngày . Mình lỡ ăn rồi bây giờ mới coi hạn sử dụng ...Hơi đau bụng , không biết có sao không nữa",shop,4.4,0,0,0,0,0,2
"Mới lấy đồ về hôm qua. Lúc đến gửi đồ nhân viên hỏi kỹ đồ từng li từng tí, xem đồ có ra màu hay vải đặc biệt gì để cho vào túi giặt riêng hay không nữa. Thêm vụ hỏi nước xả vải là thích nè, mỗi tuần mình chọn 1 loại mới, Downy, Comfort cái nào cũng có nên thích mê. Yêu nhất là sót 10k trong túi quần nhưng các bạn cũng để trong túi nhỏ gửi lại mình. Sẽ ghé thường xuyên nhé P S Tạm lấy hình từ FB tiệm cho đẹp nha mấy chế",service,9.4,0,0,0,0,0,5
